Tempo (s),Temp Atual (C),Temp Desejada (C),PWM
1.04,26.99,30.00,0
2.06,26.99,30.00,0
3.09,26.99,30.00,0
4.11,26.99,30.00,0
5.13,27.08,30.00,0
6.16,27.08,30.00,0
7.18,27.08,30.00,87
8.21,26.99,30.00,90
9.23,27.08,30.00,87
10.26,27.08,30.00,87
11.28,26.99,30.00,90
12.31,26.99,30.00,90
13.33,27.26,30.00,82
14.36,26.99,30.00,90
15.38,27.17,30.00,84
16.41,26.99,30.00,90
17.43,26.99,30.00,90
18.46,26.99,30.00,90
19.49,27.08,30.00,87
20.51,26.99,30.00,90
21.54,26.99,30.00,90
22.56,27.08,30.00,87
23.59,26.99,30.00,90
24.61,26.99,30.00,90
25.64,26.99,30.00,90
26.66,27.08,30.00,87
27.69,26.99,30.00,90
28.72,27.08,30.00,87
29.74,26.99,30.00,90
30.77,27.26,30.00,82
31.79,26.99,30.00,90
32.82,26.99,30.00,90
33.84,26.99,30.00,90
34.87,26.99,30.00,90
35.89,26.99,30.00,90
36.92,26.99,30.00,90
37.94,26.99,30.00,90
38.97,26.99,30.00,90
40.00,27.08,30.00,87
41.02,27.26,30.00,82
42.05,26.99,30.00,90
43.07,26.99,30.00,90
44.10,26.99,30.00,90
45.12,26.99,30.00,90
46.15,26.99,30.00,90
47.17,27.08,30.00,87
48.20,26.99,30.00,90
49.22,26.99,30.00,90
50.25,26.99,30.00,90
51.28,26.99,30.00,90
52.30,26.99,30.00,90
53.33,27.08,30.00,87
54.35,26.99,30.00,90
55.38,27.08,30.00,87
56.40,26.99,30.00,90
57.43,27.08,30.00,87
58.45,26.99,30.00,90
59.48,26.99,30.00,90
60.50,26.99,30.00,90
61.53,27.08,30.00,87
62.56,26.37,30.00,108
63.58,27.08,30.00,87
64.61,27.08,30.00,87
65.63,27.08,30.00,87
66.66,27.08,30.00,87
67.68,27.08,30.00,87
68.71,27.08,30.00,87
69.73,27.08,30.00,87
70.76,27.08,30.00,87
71.78,27.08,30.00,87
72.81,27.17,30.00,84
73.83,26.46,30.00,106
74.86,27.08,30.00,87
75.88,27.08,30.00,87
76.91,27.17,30.00,84
77.94,27.17,30.00,84
78.96,27.08,30.00,87
79.99,27.17,30.00,84
81.01,27.17,30.00,84
82.04,27.17,30.00,84
83.06,27.08,30.00,87
84.09,27.17,30.00,84
85.11,27.08,30.00,87
86.14,27.17,30.00,84
87.16,27.17,30.00,84
88.19,27.08,30.00,87
89.22,27.26,30.00,82
90.24,27.17,30.00,84
91.27,27.17,30.00,84
92.29,27.17,30.00,84
93.32,27.17,30.00,84
94.34,27.17,30.00,84
95.37,27.26,30.00,82
96.39,27.08,30.00,87
97.42,27.26,30.00,82
98.44,27.17,30.00,84
99.47,27.26,30.00,82
100.50,27.17,30.00,84
101.52,27.62,30.00,71
102.55,27.26,30.00,82
103.57,27.26,30.00,82
104.60,27.26,30.00,82
105.62,27.26,30.00,82
106.65,27.26,30.00,82
107.67,27.26,30.00,82
108.70,27.62,30.00,71
109.72,27.26,30.00,82
110.75,27.35,30.00,79
111.78,27.35,30.00,79
112.80,27.35,30.00,79
113.83,27.26,30.00,82
114.85,27.35,30.00,79
115.88,27.44,30.00,76
116.90,27.44,30.00,76
117.93,27.35,30.00,79
118.96,27.35,30.00,79
119.98,27.44,30.00,76
121.01,27.35,30.00,79
122.03,27.35,30.00,79
123.06,27.44,30.00,76
124.08,27.44,30.00,76
125.11,27.44,30.00,76
126.13,27.44,30.00,76
127.16,27.44,30.00,76
128.19,27.35,30.00,79
129.21,27.53,30.00,74
130.24,27.44,30.00,76
131.26,27.53,30.00,74
132.29,27.35,30.00,79
133.31,27.62,30.00,71
134.34,27.53,30.00,74
135.36,27.44,30.00,76
136.39,27.35,30.00,79
137.41,27.62,30.00,71
138.44,27.44,30.00,76
139.47,27.53,30.00,74
140.49,27.53,30.00,74
141.52,27.62,30.00,71
142.54,27.62,30.00,71
143.57,27.62,30.00,71
144.59,27.53,30.00,74
145.62,27.62,30.00,71
146.64,27.71,30.00,68
147.67,27.62,30.00,71
148.70,27.62,30.00,71
149.72,27.62,30.00,71
150.75,27.62,30.00,71
151.77,27.62,30.00,71
152.80,27.62,30.00,71
153.82,27.62,30.00,71
154.85,27.62,30.00,71
155.87,27.62,30.00,71
156.90,27.71,30.00,68
157.92,27.71,30.00,68
158.95,27.71,30.00,68
159.98,27.71,30.00,68
161.00,27.71,30.00,68
162.03,27.71,30.00,68
163.05,27.80,30.00,65
164.08,27.80,30.00,65
165.10,27.71,30.00,68
166.13,27.89,30.00,63
167.15,27.80,30.00,65
168.18,27.71,30.00,68
169.20,27.80,30.00,65
170.23,27.80,30.00,65
171.26,27.80,30.00,65
172.28,27.80,30.00,65
173.31,27.80,30.00,65
174.33,27.71,30.00,68
175.36,27.35,30.00,79
176.38,27.80,30.00,65
177.41,27.80,30.00,65
178.43,27.89,30.00,63
179.46,27.89,30.00,63
180.49,27.80,30.00,65
181.51,27.80,30.00,65
182.54,27.89,30.00,63
183.56,27.89,30.00,63
184.59,27.89,30.00,63
185.61,27.89,30.00,63
186.64,27.89,30.00,63
187.66,27.89,30.00,63
188.69,27.98,30.00,60
189.71,27.98,30.00,60
190.74,27.98,30.00,60
191.76,27.98,30.00,60
192.79,27.98,30.00,60
193.82,27.89,30.00,63
194.84,28.07,30.00,57
195.87,27.98,30.00,60
196.89,28.07,30.00,57
197.92,27.98,30.00,60
198.94,27.98,30.00,60
199.97,27.98,30.00,60
200.99,28.07,30.00,57
202.02,28.07,30.00,57
203.04,28.07,30.00,57
204.07,28.07,30.00,57
205.10,28.07,30.00,57
206.12,28.07,30.00,57
207.15,28.16,30.00,55
208.17,28.07,30.00,57
209.20,28.07,30.00,57
210.22,28.16,30.00,55
211.25,28.07,30.00,57
212.27,28.16,30.00,55
213.30,28.16,30.00,55
214.33,28.16,30.00,55
215.35,28.07,30.00,57
216.38,28.16,30.00,55
217.40,28.16,30.00,55
218.43,28.25,30.00,52
219.45,28.16,30.00,55
220.48,28.25,30.00,52
221.50,28.16,30.00,55
222.53,28.25,30.00,52
223.55,28.25,30.00,52
224.58,28.25,30.00,52
225.61,28.25,30.00,52
226.63,28.25,30.00,52
227.66,28.25,30.00,52
228.68,28.25,30.00,52
229.71,28.25,30.00,52
230.73,28.25,30.00,52
231.76,28.34,30.00,49
232.78,28.16,30.00,55
233.81,28.34,30.00,49
234.83,28.34,30.00,49
235.86,28.34,30.00,49
236.89,28.34,30.00,49
237.91,28.34,30.00,49
238.94,28.34,30.00,49
239.96,28.43,30.00,47
240.99,28.43,30.00,47
242.01,28.25,30.00,52
243.04,28.71,30.00,38
244.06,28.34,30.00,49
245.09,28.43,30.00,47
246.12,27.89,30.00,63
247.14,28.43,30.00,47
248.17,28.43,30.00,47
249.19,28.43,30.00,47
250.22,28.43,30.00,47
251.24,28.43,30.00,47
252.27,28.43,30.00,47
253.29,28.43,30.00,47
254.32,28.43,30.00,47
255.34,28.43,30.00,47
256.37,28.52,30.00,44
257.39,28.52,30.00,44
258.42,28.52,30.00,44
259.45,28.61,30.00,41
260.47,28.52,30.00,44
261.50,28.43,30.00,47
262.52,28.52,30.00,44
263.55,28.52,30.00,44
264.57,28.61,30.00,41
265.60,28.61,30.00,41
266.63,28.61,30.00,41
267.65,28.52,30.00,44
268.68,28.61,30.00,41
269.70,28.16,30.00,55
270.73,28.61,30.00,41
271.75,28.61,30.00,41
272.78,28.61,30.00,41
273.80,28.61,30.00,41
274.83,28.61,30.00,41
275.85,28.61,30.00,41
276.88,28.71,30.00,38
277.91,28.61,30.00,41
278.93,28.61,30.00,41
279.96,28.71,30.00,38
280.98,28.61,30.00,41
282.01,28.71,30.00,38
283.03,28.71,30.00,38
284.06,28.71,30.00,38
285.08,28.61,30.00,41
286.11,28.71,30.00,38
287.13,28.71,30.00,38
288.16,28.71,30.00,38
289.19,28.71,30.00,38
290.21,28.71,30.00,38
291.24,28.80,30.00,36
292.26,28.61,30.00,41
293.29,28.71,30.00,38
294.31,28.71,30.00,38
295.34,28.71,30.00,38
296.36,28.80,30.00,36
297.39,28.80,30.00,36
298.42,28.80,30.00,36
299.44,28.80,30.00,36
300.47,28.89,30.00,33
301.49,28.71,30.00,38
302.52,28.80,30.00,36
303.54,28.80,30.00,36
304.57,28.80,30.00,36
305.59,28.80,30.00,36
306.62,28.89,30.00,33
307.64,28.80,30.00,36
308.67,28.80,30.00,36
309.70,28.89,30.00,33
310.72,28.80,30.00,36
311.75,28.89,30.00,33
312.77,28.89,30.00,33
313.80,28.98,30.00,30
314.82,28.89,30.00,33
315.85,28.89,30.00,33
316.87,28.89,30.00,33
317.90,28.89,30.00,33
318.92,28.89,30.00,33
319.95,28.89,30.00,33
320.98,28.89,30.00,33
322.00,28.89,30.00,33
323.03,28.89,30.00,33
324.05,28.89,30.00,33
325.08,28.89,30.00,33
326.10,28.98,30.00,30
327.13,28.98,30.00,30
