Tempo (s),Temp Atual (C),Temp Desejada (C),PWM
232.85,28.25,29.00,45
233.88,28.25,29.00,45
234.91,28.25,29.00,45
235.93,28.34,29.00,0
236.96,28.25,29.00,45
237.98,28.34,29.00,41
239.01,28.43,29.00,2
240.03,28.34,29.00,41
241.06,28.34,29.00,41
242.09,28.34,29.00,41
243.11,28.34,29.00,41
244.14,28.34,29.00,60
245.16,28.43,29.00,20
246.19,28.34,29.00,42
247.22,28.34,29.00,42
248.24,28.34,29.00,42
249.27,28.34,29.00,42
250.29,28.43,29.00,38
251.32,28.43,29.00,38
252.35,28.43,29.00,20
253.37,28.43,29.00,38
254.40,28.34,29.00,60
255.42,28.43,29.00,38
256.45,28.34,29.00,77
257.47,28.43,29.00,38
258.50,28.52,29.00,17
259.52,28.34,29.00,60
260.55,28.43,29.00,21
261.58,28.43,29.00,38
262.60,28.43,29.00,56
263.63,28.43,29.00,57
264.65,28.43,29.00,39
265.68,28.52,29.00,17
266.70,28.52,29.00,17
267.73,28.43,29.00,39
268.76,28.52,29.00,17
269.78,28.43,29.00,39
270.81,28.52,29.00,17
271.84,28.43,29.00,57
272.86,28.52,29.00,35
273.89,28.52,29.00,35
274.91,28.52,29.00,35
275.94,28.52,29.00,35
276.96,28.52,29.00,35
277.99,28.52,29.00,35
279.02,28.52,29.00,35
280.04,28.52,29.00,35
281.07,28.52,29.00,35
282.09,28.52,29.00,35
283.12,28.61,29.00,32
284.14,28.52,29.00,35
285.17,28.52,29.00,53
286.20,28.61,29.00,14
287.22,28.61,29.00,14
288.25,28.61,29.00,32
289.27,28.52,29.00,35
290.30,28.61,29.00,32
291.33,28.61,29.00,32
292.35,28.61,29.00,32
293.38,28.71,29.00,10
294.40,28.61,29.00,14
295.43,28.71,29.00,10
296.45,28.61,29.00,32
297.48,28.61,29.00,32
298.51,28.61,29.00,32
299.53,28.61,29.00,50
300.56,28.61,29.00,32
301.58,28.61,29.00,32
302.61,28.71,29.00,28
303.64,28.71,29.00,11
304.66,28.61,29.00,50
305.69,28.61,29.00,50
306.71,28.61,29.00,50
307.74,28.71,29.00,29
308.77,28.61,29.00,32
309.79,28.71,29.00,11
310.82,28.71,29.00,10
311.84,28.71,29.00,29
312.87,28.71,29.00,29
313.89,28.71,29.00,29
314.92,28.71,29.00,29
315.95,28.71,29.00,29
