Tempo (s),Temp Atual (C),Temp Desejada (C),PWM
1.04,26.28,30.00,0
2.06,26.28,30.00,0
3.09,26.28,30.00,0
4.11,26.37,30.00,0
5.13,26.37,30.00,182
6.16,26.37,30.00,182
7.18,26.37,30.00,182
8.21,26.37,30.00,182
9.24,26.37,30.00,183
10.26,26.37,30.00,183
11.29,26.46,30.00,174
12.31,26.37,30.00,183
13.34,26.37,30.00,183
14.36,26.37,30.00,184
15.39,26.37,30.00,184
16.42,26.37,30.00,180
17.44,26.37,30.00,184
18.47,26.37,30.00,184
19.49,26.37,30.00,184
20.52,26.37,30.00,194
21.54,26.37,30.00,185
22.57,26.37,30.00,185
23.60,26.37,30.00,185
24.62,26.37,30.00,185
25.65,26.28,30.00,195
26.67,26.37,30.00,186
27.70,26.37,30.00,186
28.72,26.37,30.00,186
29.75,26.37,30.00,186
30.78,26.37,30.00,187
31.80,26.37,30.00,187
32.83,26.46,30.00,178
33.85,26.37,30.00,187
34.88,26.28,30.00,196
35.91,26.37,30.00,187
36.93,26.37,30.00,188
37.96,26.37,30.00,192
38.98,26.37,30.00,188
40.01,26.46,30.00,179
41.04,26.37,30.00,188
42.06,26.37,30.00,189
43.09,26.37,30.00,193
44.11,26.37,30.00,193
45.14,26.37,30.00,189
46.16,26.37,30.00,194
47.19,26.46,30.00,181
48.22,26.46,30.00,185
49.24,26.46,30.00,181
50.27,26.37,30.00,190
51.29,26.46,30.00,186
52.32,26.46,30.00,186
53.35,26.64,30.00,177
54.37,26.46,30.00,186
55.40,26.46,30.00,187
56.42,26.46,30.00,187
57.45,26.46,30.00,187
58.47,26.46,30.00,187
59.50,26.46,30.00,192
60.53,26.46,30.00,192
61.55,26.46,30.00,192
62.58,26.55,30.00,183
63.60,26.55,30.00,184
64.63,26.55,30.00,184
65.65,26.55,30.00,184
66.68,26.46,30.00,193
67.71,26.64,30.00,175
68.73,26.55,30.00,184
69.76,26.55,30.00,185
70.79,26.64,30.00,176
71.81,26.64,30.00,176
72.84,26.64,30.00,176
73.86,26.64,30.00,181
74.89,26.64,30.00,181
75.91,26.64,30.00,181
76.94,26.73,30.00,172
77.96,26.73,30.00,173
78.99,26.64,30.00,182
80.02,26.73,30.00,173
81.04,26.73,30.00,178
82.07,26.73,30.00,178
83.09,26.82,30.00,169
84.12,26.73,30.00,182
85.15,26.82,30.00,169
86.17,26.73,30.00,178
87.20,26.73,30.00,179
88.22,26.82,30.00,174
89.25,26.82,30.00,170
90.27,26.82,30.00,179
91.30,26.82,30.00,175
92.33,26.91,30.00,166
93.35,26.91,30.00,166
94.38,26.91,30.00,166
95.40,26.82,30.00,180
96.43,26.91,30.00,167
97.46,26.91,30.00,171
98.48,26.91,30.00,171
99.51,26.91,30.00,176
100.54,26.91,30.00,176
101.56,26.99,30.00,167
102.59,26.99,30.00,168
103.61,26.99,30.00,168
104.64,27.08,30.00,159
105.66,27.08,30.00,159
106.69,27.08,30.00,164
107.72,27.08,30.00,164
108.74,27.08,30.00,164
109.77,27.08,30.00,164
110.79,27.17,30.00,155
111.82,27.08,30.00,173
112.84,27.17,30.00,160
113.87,27.17,30.00,160
114.90,27.17,30.00,160
115.92,27.17,30.00,161
116.95,27.17,30.00,165
117.97,27.17,30.00,165
119.00,27.26,30.00,157
120.03,27.17,30.00,170
121.05,27.26,30.00,157
122.08,27.26,30.00,157
123.11,27.35,30.00,148
124.13,27.35,30.00,153
125.16,27.35,30.00,153
126.18,27.35,30.00,153
127.21,27.35,30.00,158
128.23,27.35,30.00,158
129.26,27.44,30.00,149
130.29,27.44,30.00,153
131.31,27.44,30.00,149
132.34,27.53,30.00,140
133.36,27.53,30.00,140
134.39,27.44,30.00,154
135.41,27.53,30.00,145
136.44,27.53,30.00,145
137.47,27.53,30.00,150
138.49,27.53,30.00,146
139.52,27.62,30.00,141
140.55,27.62,30.00,146
141.57,27.71,30.00,137
142.60,27.71,30.00,133
143.62,27.71,30.00,133
144.65,27.71,30.00,137
145.68,27.71,30.00,137
146.70,27.71,30.00,138
147.73,27.71,30.00,142
148.75,27.80,30.00,133
149.78,27.80,30.00,133
150.80,27.80,30.00,134
151.83,27.80,30.00,134
152.86,27.80,30.00,134
153.88,27.80,30.00,134
154.91,27.80,30.00,138
155.93,27.80,30.00,139
156.96,27.89,30.00,134
157.98,27.89,30.00,130
159.01,27.98,30.00,121
160.04,27.98,30.00,125
161.06,27.98,30.00,126
162.09,27.98,30.00,126
163.11,27.98,30.00,130
164.14,28.07,30.00,117
165.16,27.98,30.00,126
166.19,28.07,30.00,122
167.22,28.07,30.00,122
168.24,28.07,30.00,122
169.27,28.07,30.00,122
170.29,28.07,30.00,131
171.32,28.16,30.00,118
172.35,28.16,30.00,118
173.37,28.25,30.00,109
174.40,28.25,30.00,109
175.42,28.25,30.00,113
176.45,28.25,30.00,114
177.48,28.25,30.00,114
178.50,28.25,30.00,118
179.53,28.25,30.00,118
180.55,28.34,30.00,109
181.58,28.34,30.00,109
182.60,28.34,30.00,110
183.63,28.34,30.00,110
184.66,28.34,30.00,110
185.68,28.43,30.00,105
186.71,28.43,30.00,105
187.73,28.52,30.00,96
188.76,28.43,30.00,105
189.79,28.52,30.00,96
190.81,28.52,30.00,101
191.84,28.52,30.00,101
192.86,28.52,30.00,101
193.89,28.61,30.00,92
194.91,28.61,30.00,92
195.94,28.61,30.00,97
196.97,28.61,30.00,97
197.99,28.61,30.00,93
199.02,28.61,30.00,102
200.04,28.61,30.00,102
201.07,28.61,30.00,102
202.10,28.71,30.00,93
203.12,28.71,30.00,93
204.15,28.71,30.00,93
205.17,28.71,30.00,93
206.20,28.71,30.00,98
207.22,28.80,30.00,89
208.25,28.80,30.00,89
209.27,28.89,30.00,80
210.30,28.89,30.00,80
211.33,28.80,30.00,89
212.35,28.89,30.00,84
213.38,28.89,30.00,84
214.41,28.89,30.00,84
215.43,28.89,30.00,85
216.46,28.98,30.00,76
217.48,28.98,30.00,76
218.51,28.98,30.00,80
219.53,28.98,30.00,80
220.56,28.98,30.00,80
221.59,29.25,30.00,53
222.61,29.07,30.00,71
223.64,29.07,30.00,71
224.66,29.07,30.00,76
225.69,29.07,30.00,80
226.71,29.07,30.00,76
227.74,29.16,30.00,67
228.77,29.16,30.00,67
229.79,29.16,30.00,72
230.82,29.16,30.00,72
231.84,29.16,30.00,72
232.87,29.25,30.00,63
233.89,29.16,30.00,72
234.92,29.25,30.00,67
235.95,29.25,30.00,67
236.97,29.25,30.00,67
238.00,29.25,30.00,67
239.02,29.34,30.00,58
240.05,29.34,30.00,58
241.08,29.34,30.00,63
242.10,29.34,30.00,63
243.13,29.34,30.00,63
244.15,29.34,30.00,63
245.18,29.34,30.00,63
246.20,29.43,30.00,54
247.23,29.43,30.00,54
248.26,29.43,30.00,54
249.28,29.43,30.00,59
