Tempo (s),Temp Atual (C),Temp Desejada (C),PWM
1.04,26.82,30.00,0
2.06,26.82,30.00,0
3.09,26.82,30.00,0
4.11,26.82,30.00,0
5.13,26.91,30.00,0
6.16,26.91,30.00,0
7.18,26.91,30.00,108
8.21,26.91,30.00,131
9.23,26.91,30.00,109
10.26,26.91,30.00,109
11.29,26.91,30.00,109
12.31,26.91,30.00,109
13.34,26.91,30.00,109
14.36,26.91,30.00,109
15.39,26.91,30.00,109
16.41,26.91,30.00,109
17.44,26.91,30.00,109
18.47,26.91,30.00,110
19.49,26.91,30.00,110
20.52,26.91,30.00,110
21.54,26.91,30.00,110
22.57,26.91,30.00,88
23.59,26.91,30.00,110
24.62,26.82,30.00,113
25.65,26.82,30.00,136
26.67,26.82,30.00,136
27.70,26.82,30.00,136
28.72,26.82,30.00,136
29.75,26.82,30.00,136
30.78,26.82,30.00,136
31.80,26.91,30.00,111
32.83,26.82,30.00,114
33.85,26.91,30.00,89
34.88,26.91,30.00,89
35.91,26.91,30.00,89
36.93,26.82,30.00,136
37.96,26.82,30.00,136
38.98,26.82,30.00,115
40.01,26.82,30.00,137
41.04,26.82,30.00,137
42.06,26.91,30.00,89
43.09,26.82,30.00,115
44.11,26.91,30.00,90
45.14,26.82,30.00,115
46.16,26.82,30.00,138
47.19,26.82,30.00,115
48.22,26.82,30.00,138
49.24,26.82,30.00,138
50.27,26.82,30.00,138
51.29,26.82,30.00,138
52.32,26.91,30.00,90
53.35,26.82,30.00,116
54.37,26.82,30.00,116
55.40,26.91,30.00,91
56.42,26.82,30.00,116
57.45,26.82,30.00,138
58.48,26.82,30.00,138
59.50,26.82,30.00,117
60.53,26.91,30.00,91
61.55,26.91,30.00,92
62.58,26.91,30.00,92
63.61,26.91,30.00,114
64.63,26.91,30.00,114
65.66,26.91,30.00,114
66.68,26.91,30.00,114
67.71,26.82,30.00,140
68.73,26.91,30.00,114
69.76,26.91,30.00,114
70.79,26.91,30.00,114
71.81,26.91,30.00,115
72.84,26.91,30.00,115
73.86,26.82,30.00,140
74.89,26.91,30.00,115
75.91,26.91,30.00,115
76.94,26.91,30.00,115
77.97,26.91,30.00,115
78.99,26.91,30.00,115
80.02,26.99,30.00,90
81.04,26.91,30.00,115
82.07,26.99,30.00,90
83.09,26.99,30.00,90
84.12,26.91,30.00,116
85.15,26.91,30.00,116
86.17,26.91,30.00,138
87.20,26.91,30.00,138
88.22,26.91,30.00,138
89.25,26.99,30.00,91
90.28,26.91,30.00,138
91.30,26.99,30.00,113
92.33,26.99,30.00,113
93.35,26.99,30.00,113
94.38,26.99,30.00,114
95.41,26.99,30.00,114
96.43,26.99,30.00,114
97.46,26.99,30.00,114
98.48,26.99,30.00,114
99.51,26.99,30.00,136
100.53,27.08,30.00,111
101.56,27.08,30.00,89
102.59,27.08,30.00,89
103.61,26.99,30.00,114
104.64,27.08,30.00,111
105.66,27.08,30.00,89
106.69,26.99,30.00,137
107.71,27.08,30.00,134
108.74,27.08,30.00,112
109.77,27.08,30.00,112
110.79,27.08,30.00,112
111.82,27.08,30.00,112
112.84,27.08,30.00,112
113.87,27.08,30.00,112
114.90,27.08,30.00,112
115.92,27.08,30.00,112
116.95,27.17,30.00,109
117.97,27.17,30.00,109
119.00,27.17,30.00,109
120.03,27.17,30.00,110
121.05,27.17,30.00,110
122.08,27.17,30.00,110
123.10,27.17,30.00,110
124.13,27.26,30.00,85
125.15,27.26,30.00,85
126.18,27.17,30.00,110
127.21,27.17,30.00,132
128.23,27.17,30.00,132
129.26,27.17,30.00,132
130.28,27.17,30.00,132
131.31,27.26,30.00,107
132.34,27.26,30.00,107
133.36,27.26,30.00,107
134.39,27.26,30.00,108
135.41,27.26,30.00,108
136.44,27.26,30.00,108
137.46,27.26,30.00,108
138.49,27.26,30.00,130
139.52,27.35,30.00,105
140.54,27.26,30.00,108
141.57,27.35,30.00,105
142.60,27.35,30.00,105
143.62,27.35,30.00,105
144.65,27.35,30.00,105
145.67,27.35,30.00,105
146.70,27.35,30.00,105
147.72,27.44,30.00,80
148.75,27.44,30.00,80
149.77,27.44,30.00,80
150.80,27.44,30.00,80
151.83,27.44,30.00,80
152.85,27.44,30.00,81
153.88,27.44,30.00,103
154.90,27.44,30.00,103
155.93,27.44,30.00,103
156.96,27.44,30.00,103
157.98,27.44,30.00,103
159.01,27.44,30.00,125
160.03,27.44,30.00,103
161.06,27.44,30.00,126
162.09,27.44,30.00,126
163.11,27.44,30.00,126
164.14,27.53,30.00,100
165.16,27.53,30.00,101
166.19,27.53,30.00,101
167.22,27.53,30.00,101
168.24,27.53,30.00,123
169.27,27.53,30.00,123
