Tempo (s),Temp Atual (C),Temp Desejada (C),PWM
1.04,27.26,30.00,0
2.06,27.26,30.00,0
3.09,27.35,30.00,0
4.11,27.35,30.00,0
5.14,27.44,30.00,84
6.16,27.44,30.00,85
7.19,27.35,30.00,124
8.21,27.35,30.00,106
9.24,27.35,30.00,124
10.26,27.44,30.00,103
11.29,27.44,30.00,103
12.32,27.35,30.00,124
13.34,27.44,30.00,103
14.37,27.44,30.00,85
15.39,27.35,30.00,107
16.42,27.44,30.00,86
17.44,27.44,30.00,86
18.47,27.44,30.00,104
19.50,27.35,30.00,125
20.52,27.35,30.00,125
21.55,27.35,30.00,125
22.57,27.44,30.00,104
23.60,27.44,30.00,86
24.63,27.44,30.00,104
25.65,27.35,30.00,126
26.68,27.44,30.00,105
27.70,27.44,30.00,105
28.73,27.44,30.00,87
29.75,27.44,30.00,105
30.78,27.44,30.00,105
31.81,27.44,30.00,105
32.83,27.44,30.00,105
33.86,27.44,30.00,105
34.88,27.44,30.00,105
35.91,27.44,30.00,106
36.93,27.44,30.00,106
37.96,27.44,30.00,106
38.99,27.44,30.00,106
40.01,27.44,30.00,106
41.04,27.53,30.00,85
42.06,27.44,30.00,106
43.09,27.44,30.00,124
44.11,27.44,30.00,124
45.14,27.44,30.00,124
46.17,27.44,30.00,107
47.19,27.53,30.00,85
48.22,27.53,30.00,85
49.24,27.53,30.00,85
50.27,27.53,30.00,85
51.30,27.53,30.00,86
52.32,27.53,30.00,104
53.35,27.44,30.00,125
54.37,27.53,30.00,104
55.40,27.53,30.00,104
56.43,27.53,30.00,104
57.45,27.53,30.00,104
58.48,27.53,30.00,104
59.50,27.53,30.00,104
60.53,27.53,30.00,104
61.55,27.53,30.00,105
62.58,27.53,30.00,105
63.60,27.53,30.00,105
64.63,27.53,30.00,123
65.66,27.53,30.00,105
66.68,27.53,30.00,105
67.71,27.53,30.00,105
68.73,27.53,30.00,105
69.76,27.53,30.00,123
70.79,27.53,30.00,123
71.81,27.62,30.00,102
72.84,27.62,30.00,102
73.86,27.62,30.00,102
74.89,27.62,30.00,102
75.91,27.62,30.00,102
76.94,27.62,30.00,102
77.97,27.62,30.00,103
78.99,27.62,30.00,103
80.02,27.62,30.00,103
81.04,27.62,30.00,103
82.07,27.62,30.00,121
83.09,27.62,30.00,103
84.12,27.62,30.00,121
85.15,27.71,30.00,100
86.17,27.71,30.00,100
87.20,27.71,30.00,100
88.22,27.71,30.00,100
89.25,27.71,30.00,100
90.27,27.71,30.00,100
91.30,27.80,30.00,79
92.33,27.71,30.00,100
93.35,27.71,30.00,100
94.38,27.71,30.00,100
95.40,27.71,30.00,118
96.43,27.71,30.00,119
97.46,27.71,30.00,119
98.48,27.80,30.00,97
99.51,27.80,30.00,97
100.53,27.80,30.00,79
101.56,27.80,30.00,97
102.58,27.89,30.00,76
103.61,27.80,30.00,98
104.64,27.80,30.00,98
105.66,27.80,30.00,98
106.69,27.80,30.00,116
107.71,27.89,30.00,77
108.74,27.89,30.00,77
109.76,27.80,30.00,98
110.79,27.89,30.00,77
111.82,27.89,30.00,95
112.84,27.89,30.00,95
113.87,27.89,30.00,95
114.89,27.89,30.00,95
115.92,27.89,30.00,95
116.94,27.89,30.00,95
117.97,27.89,30.00,113
119.00,27.89,30.00,113
120.02,27.98,30.00,74
121.05,27.98,30.00,92
122.07,27.98,30.00,92
123.10,27.98,30.00,92
124.12,27.98,30.00,110
125.15,28.07,30.00,71
