Tempo (s),Temp Atual (C),Temp Desejada (C),PWM
0.034,27.80,30.00,109
0.304,27.89,30.00,105
0.572,27.89,30.00,105
0.841,27.80,30.00,109
1.110,27.89,30.00,105
1.379,27.89,30.00,105
1.648,27.89,30.00,105
1.916,27.89,30.00,105
2.186,27.89,30.00,105
2.454,27.89,30.00,105
2.723,27.89,30.00,105
2.993,27.89,30.00,105
3.261,27.89,30.00,105
3.530,27.80,30.00,109
3.800,27.89,30.00,105
4.068,27.80,30.00,109
4.337,28.07,30.00,96
4.605,27.80,30.00,109
4.875,27.89,30.00,105
5.143,27.80,30.00,109
5.412,27.89,30.00,105
5.682,27.89,30.00,105
5.950,27.89,30.00,105
6.219,28.25,30.00,87
6.488,27.89,30.00,105
6.757,27.89,30.00,105
7.026,27.80,30.00,109
7.294,28.16,30.00,91
7.564,27.89,30.00,105
7.832,27.89,30.00,105
8.101,27.89,30.00,105
8.371,27.89,30.00,105
8.639,27.89,30.00,105
8.908,27.80,30.00,109
9.178,27.80,30.00,109
9.446,27.89,30.00,105
9.715,27.89,30.00,105
9.984,27.62,30.00,118
10.253,27.98,30.00,100
10.522,27.80,30.00,109
10.790,27.89,30.00,105
11.060,27.89,30.00,105
11.329,27.89,30.00,105
11.597,27.89,30.00,105
11.867,27.98,30.00,100
12.136,28.07,30.00,96
12.405,27.89,30.00,105
12.674,27.80,30.00,109
12.943,27.80,30.00,109
13.212,27.89,30.00,105
13.480,27.89,30.00,105
13.750,27.89,30.00,105
14.019,27.98,30.00,100
14.287,27.89,30.00,105
14.557,27.80,30.00,109
14.826,28.07,30.00,96
15.095,27.89,30.00,105
15.364,27.89,30.00,105
15.633,27.89,30.00,105
15.902,27.89,30.00,105
16.171,27.89,30.00,105
16.440,27.89,30.00,105
16.709,27.89,30.00,105
16.977,27.89,30.00,105
17.247,27.89,30.00,105
17.516,27.89,30.00,105
17.785,27.62,30.00,118
18.054,27.80,30.00,109
18.323,27.89,30.00,105
18.592,27.80,30.00,109
18.861,27.80,30.00,109
19.130,27.89,30.00,105
19.399,27.89,30.00,105
19.668,27.89,30.00,105
19.937,27.80,30.00,109
20.206,27.98,30.00,100
20.475,27.62,30.00,118
20.744,27.80,30.00,109
21.013,27.89,30.00,105
21.282,27.89,30.00,105
21.552,27.89,30.00,105
21.820,27.89,30.00,105
22.089,28.07,30.00,96
22.359,27.80,30.00,109
22.627,27.80,30.00,109
22.896,27.89,30.00,105
23.165,27.89,30.00,105
23.434,27.89,30.00,105
23.703,27.80,30.00,109
23.972,27.98,30.00,100
24.241,27.62,30.00,118
24.510,27.89,30.00,105
24.779,27.89,30.00,105
25.049,27.89,30.00,105
25.317,27.89,30.00,105
25.586,27.89,30.00,105
25.856,27.89,30.00,105
26.124,27.98,30.00,100
26.393,27.89,30.00,105
26.662,27.89,30.00,105
26.932,27.80,30.00,109
27.200,27.89,30.00,105
27.469,27.89,30.00,105
27.739,27.89,30.00,105
28.007,27.89,30.00,105
28.276,27.89,30.00,105
28.546,27.89,30.00,105
28.814,27.89,30.00,105
29.083,27.89,30.00,105
29.352,27.89,30.00,105
29.622,27.89,30.00,105
29.890,27.89,30.00,105
30.159,27.80,30.00,109
30.429,27.89,30.00,105
30.697,27.89,30.00,105
30.966,27.89,30.00,105
31.236,27.89,30.00,105
31.505,27.89,30.00,105
31.773,27.89,30.00,105
32.043,27.89,30.00,105
32.312,27.89,30.00,105
32.580,27.89,30.00,105
32.849,27.89,30.00,105
33.119,27.89,30.00,105
33.387,27.89,30.00,105
33.656,27.89,30.00,105
33.926,27.80,30.00,109
34.195,27.89,30.00,105
34.463,27.89,30.00,105
34.733,27.89,30.00,105
35.002,27.98,30.00,100
35.270,27.89,30.00,105
35.539,27.89,30.00,105
35.809,27.89,30.00,105
36.077,27.89,30.00,105
36.346,27.89,30.00,105
36.616,27.89,30.00,105
36.885,27.98,30.00,100
37.153,27.89,30.00,105
37.423,27.89,30.00,105
37.692,27.89,30.00,105
37.960,27.89,30.00,105
38.230,27.89,30.00,105
38.499,27.62,30.00,118
38.768,28.07,30.00,96
39.036,27.89,30.00,105
39.306,27.89,30.00,105
39.575,27.89,30.00,105
39.843,27.89,30.00,105
40.113,27.89,30.00,105
40.382,27.80,30.00,109
40.650,27.98,30.00,100
40.920,27.89,30.00,105
41.189,27.89,30.00,105
41.458,27.89,30.00,105
41.726,27.89,30.00,105
41.996,27.89,30.00,105
42.265,27.98,30.00,100
42.533,27.62,30.00,118
42.803,27.89,30.00,105
43.072,27.89,30.00,105
43.340,27.89,30.00,105
43.610,27.89,30.00,105
43.879,27.89,30.00,105
44.148,27.98,30.00,100
44.417,28.25,30.00,87
44.686,27.89,30.00,105
44.955,27.89,30.00,105
