Tempo (s),Temp Atual (C),Temp Desejada (C),PWM
1.04,26.10,30.00,0
2.06,26.10,30.00,0
3.09,26.10,30.00,0
4.11,26.19,30.00,0
5.13,26.19,30.00,0
6.16,26.19,30.00,152
7.18,26.19,30.00,153
8.21,26.19,30.00,153
9.23,26.19,30.00,153
10.26,26.10,30.00,178
11.29,26.19,30.00,153
12.31,26.19,30.00,153
13.34,26.19,30.00,153
14.36,26.19,30.00,153
15.39,26.19,30.00,154
16.42,26.19,30.00,154
17.44,26.19,30.00,154
18.47,26.10,30.00,157
19.49,26.10,30.00,158
20.52,26.10,30.00,180
21.54,26.19,30.00,154
22.57,26.10,30.00,180
23.60,26.19,30.00,154
24.62,26.19,30.00,133
25.65,26.19,30.00,155
26.67,26.19,30.00,155
27.70,26.19,30.00,133
28.72,26.19,30.00,133
29.75,26.10,30.00,181
30.78,26.10,30.00,181
31.80,26.10,30.00,181
32.83,26.10,30.00,181
33.86,26.19,30.00,156
34.88,26.10,30.00,181
35.91,26.19,30.00,156
36.93,26.19,30.00,134
37.96,26.19,30.00,134
38.98,26.19,30.00,156
40.01,26.19,30.00,135
41.04,26.19,30.00,156
42.06,26.19,30.00,157
43.09,26.19,30.00,157
44.11,26.19,30.00,157
45.14,26.19,30.00,157
46.16,26.19,30.00,157
47.19,26.19,30.00,157
48.22,26.10,30.00,183
49.24,26.19,30.00,157
50.27,26.19,30.00,158
51.29,26.19,30.00,180
52.32,26.19,30.00,158
53.35,26.28,30.00,132
54.37,26.19,30.00,158
55.40,26.19,30.00,158
56.42,26.19,30.00,158
57.45,26.28,30.00,155
58.47,26.28,30.00,133
59.50,26.19,30.00,181
60.53,26.28,30.00,155
61.55,26.28,30.00,133
62.58,26.28,30.00,133
63.60,26.28,30.00,134
64.63,26.19,30.00,181
65.65,26.19,30.00,181
66.68,26.28,30.00,156
67.71,26.19,30.00,182
68.73,26.28,30.00,156
69.76,26.28,30.00,156
70.78,26.28,30.00,156
71.81,26.28,30.00,156
72.84,26.37,30.00,131
73.86,26.28,30.00,157
74.89,26.28,30.00,179
75.91,26.37,30.00,153
76.94,26.28,30.00,157
77.96,26.37,30.00,154
78.99,26.37,30.00,131
80.02,26.37,30.00,132
81.04,26.37,30.00,154
82.07,26.37,30.00,154
83.09,26.37,30.00,154
84.12,26.37,30.00,154
85.14,26.37,30.00,154
86.17,26.37,30.00,154
87.20,26.37,30.00,176
88.22,26.46,30.00,151
89.25,26.46,30.00,151
90.27,26.46,30.00,151
91.30,26.37,30.00,177
92.32,26.46,30.00,152
93.35,26.46,30.00,152
94.38,26.46,30.00,152
95.40,26.55,30.00,126
96.43,26.46,30.00,152
97.45,26.46,30.00,174
98.48,26.46,30.00,174
99.51,26.55,30.00,149
100.53,26.55,30.00,149
101.56,26.55,30.00,149
102.58,26.55,30.00,149
103.61,26.55,30.00,149
104.64,26.64,30.00,124
105.66,26.64,30.00,124
106.69,26.55,30.00,172
107.71,26.64,30.00,146
108.74,26.64,30.00,146
109.76,26.64,30.00,146
110.79,26.64,30.00,146
111.82,26.64,30.00,146
112.84,26.73,30.00,121
113.87,26.73,30.00,121
114.89,26.73,30.00,121
115.92,26.73,30.00,121
116.95,26.73,30.00,143
117.97,26.73,30.00,143
119.00,26.73,30.00,144
120.02,26.82,30.00,140
121.05,26.82,30.00,140
122.08,26.73,30.00,166
123.10,26.82,30.00,140
124.13,26.82,30.00,141
125.15,26.82,30.00,141
126.18,26.82,30.00,141
127.20,26.82,30.00,163
128.23,26.91,30.00,137
129.26,26.91,30.00,137
130.28,26.91,30.00,138
131.31,26.91,30.00,138
132.34,26.91,30.00,138
133.36,26.91,30.00,160
134.39,26.91,30.00,160
135.41,26.91,30.00,160
136.44,26.91,30.00,160
137.46,26.99,30.00,135
138.49,26.99,30.00,135
139.52,27.08,30.00,109
140.54,26.99,30.00,135
141.57,26.99,30.00,135
142.60,26.99,30.00,135
143.62,27.08,30.00,109
144.65,27.08,30.00,132
145.67,27.08,30.00,132
146.70,27.08,30.00,132
147.72,27.08,30.00,132
148.75,27.17,30.00,106
149.77,27.17,30.00,106
150.80,27.17,30.00,129
151.83,27.17,30.00,129
152.85,27.17,30.00,129
153.88,27.17,30.00,151
154.90,27.17,30.00,129
155.93,27.17,30.00,151
156.96,27.17,30.00,151
157.98,27.26,30.00,126
159.01,27.26,30.00,126
160.03,27.26,30.00,126
161.06,27.26,30.00,126
162.09,27.26,30.00,148
163.11,27.26,30.00,148
164.14,27.26,30.00,149
165.16,27.35,30.00,123
166.19,27.35,30.00,123
167.22,27.44,30.00,97
168.24,27.44,30.00,97
169.27,27.44,30.00,97
170.29,27.44,30.00,119
171.32,27.35,30.00,146
172.35,27.44,30.00,120
173.37,27.35,30.00,145
174.40,27.53,30.00,94
175.42,27.53,30.00,94
176.45,27.53,30.00,94
177.47,27.53,30.00,116
178.50,27.53,30.00,117
179.52,27.53,30.00,117
180.55,27.53,30.00,117
181.58,27.53,30.00,139
182.60,27.53,30.00,139
183.63,27.62,30.00,113
184.66,27.62,30.00,113
185.68,27.62,30.00,113
186.71,27.62,30.00,114
187.73,27.62,30.00,136
188.76,27.62,30.00,136
189.79,27.71,30.00,88
190.81,27.80,30.00,84
191.84,27.71,30.00,110
192.86,27.71,30.00,110
193.89,27.71,30.00,110
194.91,27.71,30.00,110
195.94,27.71,30.00,133
196.97,27.71,30.00,111
197.99,27.80,30.00,107
199.02,27.89,30.00,81
200.04,27.80,30.00,107
201.07,27.80,30.00,107
202.09,27.80,30.00,130
203.12,27.89,30.00,104
204.15,27.80,30.00,130
205.17,27.89,30.00,104
206.20,27.89,30.00,104
207.22,27.89,30.00,104
208.25,27.89,30.00,127
209.27,27.89,30.00,104
210.30,27.98,30.00,101
211.33,27.98,30.00,101
212.35,27.98,30.00,101
213.38,27.98,30.00,101
214.40,27.98,30.00,101
215.43,27.98,30.00,123
216.46,28.07,30.00,75
217.48,28.07,30.00,97
218.51,28.07,30.00,98
219.53,28.07,30.00,98
220.56,28.07,30.00,98
221.58,28.16,30.00,72
222.61,28.16,30.00,72
223.63,28.16,30.00,72
224.66,28.16,30.00,94
225.69,28.16,30.00,94
226.71,28.16,30.00,94
227.74,28.16,30.00,94
228.76,28.16,30.00,95
229.79,28.16,30.00,95
230.82,28.16,30.00,95
231.84,28.25,30.00,91
232.87,28.25,30.00,91
233.89,28.34,30.00,65
234.92,28.25,30.00,91
235.94,28.25,30.00,91
236.97,28.25,30.00,91
238.00,28.25,30.00,114
239.02,28.34,30.00,88
240.05,28.34,30.00,88
241.07,28.34,30.00,88
242.10,28.34,30.00,88
243.13,28.34,30.00,110
244.15,28.34,30.00,88
245.18,28.43,30.00,62
246.20,28.43,30.00,85
247.23,28.43,30.00,85
248.25,28.43,30.00,85
249.28,28.43,30.00,85
250.30,28.43,30.00,85
251.33,28.52,30.00,59
252.36,28.52,30.00,59
253.38,28.52,30.00,59
254.41,28.52,30.00,81
255.43,28.52,30.00,81
256.46,28.52,30.00,81
257.48,28.52,30.00,81
258.51,28.52,30.00,81
259.54,28.52,30.00,82
260.56,28.52,30.00,104
261.59,28.52,30.00,104
262.61,28.61,30.00,78
263.64,28.61,30.00,78
264.67,28.61,30.00,78
265.69,28.61,30.00,78
266.72,28.61,30.00,78
267.74,28.71,30.00,52
268.77,28.71,30.00,75
269.79,28.71,30.00,75
270.82,28.71,30.00,75
271.85,28.71,30.00,75
272.87,28.71,30.00,97
273.90,28.80,30.00,49
274.92,28.80,30.00,49
275.95,28.80,30.00,49
276.98,28.71,30.00,75
278.00,28.80,30.00,71
279.03,28.80,30.00,71
280.05,28.80,30.00,71
281.08,28.80,30.00,71
282.10,28.80,30.00,72
283.13,28.80,30.00,72
284.15,28.80,30.00,94
285.18,28.80,30.00,94
286.21,28.89,30.00,68
287.23,28.89,30.00,68
288.26,28.89,30.00,68
289.28,28.89,30.00,68
290.31,28.89,30.00,91
291.34,28.89,30.00,91
292.36,28.98,30.00,42
293.39,28.98,30.00,42
294.41,28.98,30.00,42
295.44,28.98,30.00,42
296.47,28.98,30.00,65
297.49,28.98,30.00,65
298.52,28.98,30.00,65
299.54,28.98,30.00,65
300.57,28.98,30.00,65
301.59,28.98,30.00,87
302.62,28.98,30.00,65
303.64,29.07,30.00,61
304.67,29.07,30.00,61
305.70,29.07,30.00,61
306.72,29.07,30.00,61
307.75,29.07,30.00,61
308.77,29.07,30.00,61
309.80,29.07,30.00,61
310.82,29.07,30.00,62
311.85,29.07,30.00,62
312.88,29.07,30.00,62
313.90,29.16,30.00,58
314.93,29.16,30.00,58
315.95,29.16,30.00,58
316.98,29.16,30.00,58
318.01,29.16,30.00,81
319.03,29.16,30.00,58
320.06,29.16,30.00,58
321.08,29.16,30.00,58
322.11,29.16,30.00,58
323.13,29.25,30.00,32
324.16,29.16,30.00,58
325.19,29.25,30.00,55
326.21,29.16,30.00,81
327.24,29.25,30.00,55
328.26,29.25,30.00,55
329.29,29.25,30.00,55
330.31,29.25,30.00,55
331.34,29.25,30.00,55
332.36,29.25,30.00,55
333.39,29.25,30.00,55
334.42,29.25,30.00,55
335.44,29.25,30.00,78
336.47,29.25,30.00,55
337.50,29.34,30.00,51
338.52,29.34,30.00,51
339.55,29.34,30.00,51
340.57,29.34,30.00,51
341.60,29.34,30.00,51
342.62,29.34,30.00,51
343.65,29.34,30.00,51
344.67,29.34,30.00,74
345.70,29.34,30.00,74
346.73,29.43,30.00,25
347.75,29.43,30.00,48
348.78,29.43,30.00,25
349.80,29.43,30.00,48
350.83,29.43,30.00,48
351.85,29.43,30.00,48
352.88,29.43,30.00,48
353.91,29.43,30.00,48
354.93,29.43,30.00,48
355.96,29.43,30.00,48
356.98,29.43,30.00,48
358.01,29.43,30.00,48
359.03,29.53,30.00,21
360.06,29.43,30.00,48
361.09,29.43,30.00,48
362.11,29.43,30.00,48
363.14,29.53,30.00,44
364.16,29.53,30.00,44
