Tempo (s),Temp Atual (C),Temp Desejada (C),PWM
1.04,26.46,30.00,0
2.06,26.46,30.00,0
3.09,26.37,30.00,0
4.11,26.46,30.00,0
5.13,26.46,30.00,0
6.16,26.46,30.00,0
7.18,26.46,30.00,126
8.21,26.46,30.00,144
9.23,26.46,30.00,127
10.26,26.46,30.00,145
11.29,26.46,30.00,145
12.31,26.55,30.00,125
13.34,26.55,30.00,107
14.36,26.46,30.00,128
15.39,26.55,30.00,126
16.42,26.55,30.00,108
17.44,26.55,30.00,109
18.47,26.55,30.00,109
19.49,26.55,30.00,110
20.52,26.46,30.00,148
21.55,26.46,30.00,149
22.57,26.46,30.00,131
23.60,26.46,30.00,149
24.62,26.46,30.00,150
25.65,26.46,30.00,150
26.68,26.46,30.00,151
27.70,26.55,30.00,130
28.73,26.55,30.00,113
29.75,26.46,30.00,134
30.78,26.55,30.00,113
31.81,26.55,30.00,114
32.83,26.55,30.00,114
33.86,26.55,30.00,115
34.88,26.46,30.00,136
35.91,26.46,30.00,154
36.94,26.46,30.00,154
37.96,26.46,30.00,137
38.99,26.55,30.00,134
40.01,26.55,30.00,134
41.04,26.55,30.00,117
42.06,26.46,30.00,138
43.09,26.55,30.00,118
44.12,26.55,30.00,118
45.14,26.55,30.00,119
46.17,26.46,30.00,140
47.20,26.46,30.00,158
48.22,26.46,30.00,158
49.25,26.46,30.00,158
50.27,26.46,30.00,159
51.30,26.46,30.00,159
52.33,26.46,30.00,142
53.35,26.55,30.00,139
54.38,26.55,30.00,139
55.40,26.55,30.00,122
56.43,26.55,30.00,140
57.45,26.55,30.00,140
58.48,26.46,30.00,162
59.51,26.55,30.00,141
60.53,26.55,30.00,124
61.56,26.55,30.00,142
62.58,26.64,30.00,121
63.61,26.55,30.00,143
64.63,26.55,30.00,143
65.66,26.55,30.00,143
66.69,26.55,30.00,144
67.71,26.55,30.00,144
68.74,26.55,30.00,144
69.76,26.55,30.00,145
70.79,26.55,30.00,145
71.82,26.55,30.00,145
72.84,26.55,30.00,163
73.87,26.55,30.00,146
74.89,26.55,30.00,164
75.92,26.64,30.00,144
76.94,26.64,30.00,126
77.97,26.64,30.00,127
79.00,26.64,30.00,127
80.02,26.64,30.00,145
81.05,26.55,30.00,166
82.07,26.55,30.00,166
83.10,26.64,30.00,146
84.13,26.64,30.00,146
85.15,26.64,30.00,147
86.18,26.64,30.00,147
87.20,26.64,30.00,130
88.23,26.64,30.00,166
89.25,26.64,30.00,148
90.28,26.64,30.00,149
91.31,26.64,30.00,149
92.33,26.73,30.00,146
93.36,26.73,30.00,146
94.38,26.73,30.00,147
95.41,26.73,30.00,147
96.44,26.73,30.00,147
97.46,26.73,30.00,148
98.49,26.73,30.00,148
99.51,26.82,30.00,128
100.54,26.73,30.00,149
101.56,26.73,30.00,167
102.59,26.82,30.00,129
103.62,26.73,30.00,167
104.64,26.82,30.00,129
105.67,26.82,30.00,147
106.69,26.82,30.00,148
