Tempo (s),Temp Atual (C),Temp Desejada (C),PWM
1.04,26.28,30.00,0
2.06,26.28,30.00,0
3.09,26.37,30.00,0
4.11,26.28,30.00,223
5.14,26.37,30.00,217
6.16,26.28,30.00,223
7.19,26.55,30.00,207
8.21,26.37,30.00,217
9.24,26.37,30.00,217
10.26,26.37,30.00,217
11.29,26.28,30.00,223
12.31,26.28,30.00,223
13.34,26.37,30.00,217
14.37,26.46,30.00,212
15.39,26.28,30.00,223
16.42,26.28,30.00,223
17.44,26.37,30.00,217
18.47,25.93,30.00,244
19.49,26.28,30.00,223
20.52,26.37,30.00,217
21.54,26.37,30.00,217
22.57,26.28,30.00,223
23.60,26.37,30.00,217
24.62,26.28,30.00,223
25.65,26.37,30.00,217
26.67,26.10,30.00,233
27.70,26.28,30.00,223
28.72,26.28,30.00,223
29.75,26.37,30.00,217
30.77,25.75,30.00,255
31.80,26.28,30.00,223
32.83,26.28,30.00,223
33.85,26.28,30.00,223
34.88,26.28,30.00,223
35.90,26.37,30.00,217
36.93,26.28,30.00,223
37.95,26.28,30.00,223
38.98,26.37,30.00,217
40.00,26.02,30.00,239
41.03,26.28,30.00,223
42.06,26.46,30.00,212
43.08,26.64,30.00,201
44.11,26.28,30.00,223
45.13,26.46,30.00,212
46.16,26.46,30.00,212
47.18,26.37,30.00,217
48.21,26.28,30.00,223
49.23,26.73,30.00,196
50.26,26.37,30.00,217
51.29,26.37,30.00,217
52.31,26.55,30.00,207
53.34,26.46,30.00,212
54.36,26.55,30.00,207
55.39,26.37,30.00,217
56.41,26.37,30.00,217
57.44,26.46,30.00,212
58.46,26.46,30.00,212
59.49,26.46,30.00,212
60.52,26.46,30.00,212
61.54,26.46,30.00,212
62.57,26.46,30.00,212
63.59,26.46,30.00,212
64.62,26.46,30.00,212
65.64,26.46,30.00,212
66.67,26.64,30.00,201
67.69,26.28,30.00,223
68.72,26.28,30.00,223
69.75,26.46,30.00,212
70.77,26.82,30.00,191
71.80,26.64,30.00,201
72.82,26.46,30.00,212
73.85,26.55,30.00,207
74.87,26.55,30.00,207
75.90,26.64,30.00,201
76.92,26.55,30.00,207
77.95,26.64,30.00,201
78.98,26.64,30.00,201
80.00,26.64,30.00,201
81.03,26.64,30.00,201
82.05,26.73,30.00,196
83.08,26.73,30.00,196
84.10,26.73,30.00,196
85.13,26.64,30.00,201
86.15,26.73,30.00,196
87.18,27.08,30.00,174
88.20,26.82,30.00,191
89.23,26.82,30.00,191
90.26,26.82,30.00,191
91.28,26.82,30.00,191
92.31,26.82,30.00,191
93.33,26.82,30.00,191
94.36,26.91,30.00,185
95.38,26.82,30.00,191
96.41,26.91,30.00,185
97.43,26.91,30.00,185
98.46,26.91,30.00,185
99.49,26.55,30.00,207
100.51,26.82,30.00,191
101.54,27.17,30.00,169
102.56,26.91,30.00,185
103.59,27.08,30.00,174
104.61,27.17,30.00,169
105.64,26.91,30.00,185
106.66,26.99,30.00,180
107.69,27.26,30.00,164
108.72,26.99,30.00,180
109.74,26.91,30.00,185
110.77,27.08,30.00,174
111.79,27.17,30.00,169
112.82,27.35,30.00,158
113.84,27.44,30.00,153
114.87,27.17,30.00,169
115.90,27.17,30.00,169
116.92,27.26,30.00,164
117.95,27.26,30.00,164
118.97,27.26,30.00,164
120.00,27.26,30.00,164
121.02,27.26,30.00,164
122.05,27.35,30.00,158
123.07,27.35,30.00,158
124.10,27.35,30.00,158
125.13,27.35,30.00,158
126.15,27.44,30.00,153
127.18,27.35,30.00,158
128.20,27.44,30.00,153
129.23,27.44,30.00,153
130.25,27.44,30.00,153
131.28,27.44,30.00,153
132.30,27.62,30.00,142
133.33,27.71,30.00,137
134.36,27.62,30.00,142
135.38,27.53,30.00,148
136.41,27.62,30.00,142
137.43,27.80,30.00,131
138.46,27.62,30.00,142
139.49,27.62,30.00,142
140.51,27.71,30.00,137
141.54,27.62,30.00,142
142.56,27.62,30.00,142
143.59,27.71,30.00,137
144.61,27.53,30.00,148
145.64,27.80,30.00,131
146.66,27.71,30.00,137
147.69,27.80,30.00,131
148.71,27.80,30.00,131
149.74,27.80,30.00,131
150.77,27.80,30.00,131
151.79,27.80,30.00,131
152.82,27.89,30.00,126
153.84,27.89,30.00,126
154.87,27.89,30.00,126
155.89,27.98,30.00,121
156.92,27.98,30.00,121
157.94,27.98,30.00,121
158.97,27.98,30.00,121
160.00,28.16,30.00,110
161.02,28.07,30.00,115
162.05,28.34,30.00,99
163.07,27.53,30.00,148
164.10,28.07,30.00,115
165.12,28.07,30.00,115
166.15,28.25,30.00,104
167.17,28.52,30.00,88
168.20,28.16,30.00,110
169.23,28.25,30.00,104
170.25,28.61,30.00,83
171.28,28.16,30.00,110
172.30,28.16,30.00,110
173.33,28.16,30.00,110
174.35,27.71,30.00,137
175.38,28.25,30.00,104
176.40,28.34,30.00,99
177.43,28.61,30.00,83
178.46,28.34,30.00,99
179.48,28.34,30.00,99
180.51,28.80,30.00,72
181.53,28.52,30.00,88
182.56,28.43,30.00,94
183.58,28.43,30.00,94
184.61,28.43,30.00,94
185.63,28.43,30.00,94
186.66,28.43,30.00,94
187.68,28.52,30.00,88
188.71,28.52,30.00,88
189.74,28.52,30.00,88
190.76,28.80,30.00,72
191.79,28.61,30.00,83
192.81,28.52,30.00,88
193.84,28.61,30.00,83
194.86,28.61,30.00,83
195.89,28.61,30.00,83
196.91,28.25,30.00,104
197.94,28.71,30.00,77
198.97,28.61,30.00,83
199.99,28.71,30.00,77
201.02,28.43,30.00,94
202.04,28.71,30.00,77
203.07,28.80,30.00,72
204.09,28.80,30.00,72
205.12,28.80,30.00,72
206.14,28.80,30.00,72
207.17,28.89,30.00,66
208.19,28.89,30.00,66
209.22,28.89,30.00,66
210.25,28.89,30.00,66
211.27,28.98,30.00,61
212.30,28.98,30.00,61
213.32,28.98,30.00,61
214.35,28.98,30.00,61
215.37,28.98,30.00,61
216.40,28.98,30.00,61
217.42,29.07,30.00,55
218.45,28.98,30.00,61
219.47,29.07,30.00,55
220.50,29.43,30.00,33
221.53,29.07,30.00,55
222.55,29.07,30.00,55
223.58,29.07,30.00,55
224.60,29.07,30.00,55
225.63,29.16,30.00,50
226.65,28.89,30.00,66
227.68,29.16,30.00,50
228.70,29.16,30.00,50
229.73,29.25,30.00,44
230.76,29.16,30.00,50
231.78,29.25,30.00,44
232.81,29.43,30.00,33
233.83,29.25,30.00,44
234.86,29.25,30.00,44
235.88,29.25,30.00,44
236.91,29.34,30.00,39
237.93,29.25,30.00,44
238.96,29.34,30.00,39
239.98,29.34,30.00,39
241.01,29.34,30.00,39
242.04,29.34,30.00,39
243.06,29.34,30.00,39
244.09,29.34,30.00,39
245.11,29.43,30.00,33
246.14,29.43,30.00,33
247.16,29.43,30.00,33
248.19,29.43,30.00,33
249.21,29.43,30.00,33
