Tempo (s),Temp Atual (C),Temp Desejada (C),PWM
232.80,29.07,30.00,46
233.82,29.16,30.00,41
234.85,29.07,30.00,46
235.87,29.07,30.00,46
236.90,29.16,30.00,41
237.92,29.16,30.00,41
238.95,29.07,30.00,46
239.97,29.25,30.00,37
241.00,29.16,30.00,41
242.02,29.16,30.00,41
243.05,29.16,30.00,41
244.08,29.16,30.00,41
245.10,29.16,30.00,41
246.13,29.16,30.00,41
247.15,29.16,30.00,41
248.18,29.25,30.00,37
249.20,29.16,30.00,41
250.23,29.25,30.00,37
251.25,29.25,30.00,37
252.28,29.25,30.00,37
253.30,29.34,30.00,32
254.33,29.25,30.00,37
255.36,29.25,30.00,37
256.38,29.25,30.00,37
257.41,29.25,30.00,37
258.43,29.25,30.00,37
259.46,29.25,30.00,37
260.48,29.25,30.00,37
261.51,29.34,30.00,32
262.54,29.34,30.00,32
263.56,29.34,30.00,32
264.59,29.34,30.00,32
265.61,29.25,30.00,37
266.64,29.43,30.00,28
267.66,29.34,30.00,32
268.69,29.34,30.00,32
269.71,29.34,30.00,32
270.74,29.34,30.00,32
271.76,29.34,30.00,32
272.79,29.43,30.00,28
273.82,29.43,30.00,28
274.84,29.34,30.00,32
275.87,29.53,30.00,23
276.89,29.43,30.00,28
277.92,29.43,30.00,28
278.94,29.43,30.00,28
279.97,29.43,30.00,28
280.99,29.43,30.00,28
282.02,29.53,30.00,23
283.05,29.43,30.00,28
284.07,29.53,30.00,23
285.10,29.43,30.00,28
286.12,29.53,30.00,23
287.15,29.53,30.00,23
288.17,29.53,30.00,23
289.20,29.53,30.00,23
290.22,29.53,30.00,23
291.25,29.53,30.00,23
292.27,29.53,30.00,23
293.30,29.53,30.00,23
294.33,29.53,30.00,23
295.35,29.53,30.00,23
296.38,29.53,30.00,23
297.40,29.53,30.00,23
298.43,29.62,30.00,19
299.45,29.53,30.00,23
300.48,29.53,30.00,23
301.51,29.53,30.00,23
302.53,29.62,30.00,19
303.56,29.62,30.00,19
304.58,29.62,30.00,19
305.61,29.62,30.00,19
306.63,29.62,30.00,19
307.66,29.62,30.00,19
308.68,29.62,30.00,19
309.71,29.62,30.00,19
310.73,29.62,30.00,19
311.76,29.62,30.00,19
312.79,29.62,30.00,19
313.81,29.62,30.00,19
314.84,29.62,30.00,19
315.86,29.62,30.00,19
316.89,29.62,30.00,19
317.91,29.62,30.00,19
318.94,29.62,30.00,19
319.96,29.71,30.00,14
320.99,29.71,30.00,14
322.02,29.62,30.00,19
323.04,29.89,30.00,5
324.07,29.62,30.00,19
325.09,29.71,30.00,14
326.12,29.62,30.00,19
327.14,29.71,30.00,14
328.17,29.71,30.00,14
329.19,29.71,30.00,14
330.22,29.71,30.00,14
331.25,29.71,30.00,14
332.27,29.71,30.00,14
333.30,29.71,30.00,14
334.32,29.71,30.00,14
335.35,29.71,30.00,14
336.37,29.71,30.00,14
