Tempo (s),Temp Atual (C),Temp Desejada (C),PWM
1.04,27.62,30.00,0
2.06,27.62,30.00,0
3.08,27.71,30.00,0
4.11,27.62,30.00,0
5.13,27.62,30.00,0
6.16,27.62,30.00,0
7.18,27.71,30.00,0
8.21,27.71,30.00,125
9.23,27.71,30.00,125
10.26,27.71,30.00,125
11.28,27.71,30.00,125
12.31,27.71,30.00,125
13.33,27.71,30.00,125
14.36,27.89,30.00,115
15.38,27.71,30.00,125
16.41,27.26,30.00,150
17.43,27.71,30.00,125
18.46,27.71,30.00,125
19.48,27.71,30.00,125
20.51,27.71,30.00,125
21.54,27.71,30.00,125
22.56,27.71,30.00,125
23.59,27.71,30.00,125
24.61,27.80,30.00,120
25.64,27.71,30.00,125
26.66,27.62,30.00,130
27.69,27.71,30.00,125
28.71,27.71,30.00,125
29.74,27.71,30.00,125
30.77,27.71,30.00,125
31.79,27.71,30.00,125
32.82,27.62,30.00,130
33.84,27.71,30.00,125
34.87,27.62,30.00,130
35.89,27.71,30.00,125
36.92,27.80,30.00,120
37.94,27.71,30.00,125
38.97,27.71,30.00,125
40.00,27.71,30.00,125
41.02,27.71,30.00,125
42.05,27.71,30.00,125
43.07,27.71,30.00,125
44.10,27.44,30.00,140
45.12,27.71,30.00,125
46.15,27.71,30.00,125
47.17,27.80,30.00,120
48.20,27.71,30.00,125
49.22,27.71,30.00,125
50.25,27.71,30.00,125
51.28,27.71,30.00,125
52.30,27.71,30.00,125
53.33,27.71,30.00,125
54.35,27.80,30.00,120
55.38,27.71,30.00,125
56.40,28.07,30.00,106
57.43,27.80,30.00,120
58.45,27.80,30.00,120
59.48,27.17,30.00,155
60.51,27.71,30.00,125
61.53,27.71,30.00,125
62.56,27.71,30.00,125
63.58,27.80,30.00,120
64.61,27.71,30.00,125
65.63,27.80,30.00,120
66.66,27.89,30.00,115
67.68,27.71,30.00,125
68.71,27.71,30.00,125
69.73,27.35,30.00,145
70.76,27.80,30.00,120
71.79,27.80,30.00,120
72.81,27.89,30.00,115
73.84,27.89,30.00,115
74.86,27.71,30.00,125
75.89,28.16,30.00,101
76.91,27.89,30.00,115
77.94,27.80,30.00,120
78.96,27.80,30.00,120
79.99,27.80,30.00,120
81.01,27.80,30.00,120
82.04,27.98,30.00,111
83.06,27.89,30.00,115
84.09,27.80,30.00,120
85.12,27.71,30.00,125
86.14,27.89,30.00,115
87.17,27.80,30.00,120
88.19,28.07,30.00,106
89.22,28.16,30.00,101
90.24,27.89,30.00,115
91.27,27.89,30.00,115
92.29,27.98,30.00,111
93.32,27.89,30.00,115
94.34,27.89,30.00,115
95.37,27.98,30.00,111
96.40,27.89,30.00,115
97.42,27.98,30.00,111
98.45,27.98,30.00,111
99.47,27.98,30.00,111
100.50,27.98,30.00,111
101.52,27.98,30.00,111
102.55,27.98,30.00,111
103.57,27.98,30.00,111
104.60,28.16,30.00,101
105.62,28.07,30.00,106
106.65,27.98,30.00,111
107.68,28.07,30.00,106
108.70,27.98,30.00,111
109.73,28.16,30.00,101
110.75,27.98,30.00,111
111.78,28.07,30.00,106
112.80,28.07,30.00,106
113.83,27.98,30.00,111
114.86,28.07,30.00,106
115.88,28.07,30.00,106
116.91,28.16,30.00,101
117.93,28.16,30.00,101
118.96,28.07,30.00,106
119.98,28.07,30.00,106
121.01,27.71,30.00,125
122.04,28.16,30.00,101
123.06,28.16,30.00,101
124.09,28.34,30.00,91
125.11,28.25,30.00,96
126.14,28.16,30.00,101
127.16,28.25,30.00,96
128.19,27.53,30.00,135
129.21,28.25,30.00,96
130.24,28.25,30.00,96
131.26,28.43,30.00,86
132.29,28.25,30.00,96
133.32,28.25,30.00,96
134.34,28.25,30.00,96
135.37,28.25,30.00,96
136.39,28.25,30.00,96
137.42,28.25,30.00,96
138.44,28.34,30.00,91
139.47,28.25,30.00,96
140.49,28.25,30.00,96
141.52,28.25,30.00,96
142.55,28.34,30.00,91
143.57,28.34,30.00,91
144.60,28.43,30.00,86
145.62,28.34,30.00,91
146.65,28.34,30.00,91
147.67,28.34,30.00,91
148.70,28.43,30.00,86
