Tempo (s),Temp Atual (C),Temp Desejada (C),PWM
0.034,27.44,30.00,179
0.304,27.44,30.00,179
0.573,27.35,30.00,185
0.842,27.44,30.00,179
1.111,27.44,30.00,179
1.380,27.44,30.00,179
1.649,27.44,30.00,179
1.918,27.35,30.00,185
2.188,27.44,30.00,179
2.457,27.35,30.00,185
2.725,27.44,30.00,179
2.995,27.44,30.00,179
3.264,27.44,30.00,179
3.533,27.44,30.00,179
3.803,27.44,30.00,179
4.071,27.35,30.00,185
4.340,27.44,30.00,179
4.610,27.53,30.00,172
4.878,27.35,30.00,185
5.147,27.35,30.00,185
5.416,27.44,30.00,179
5.685,27.35,30.00,185
5.954,27.35,30.00,185
6.223,27.35,30.00,185
6.492,27.35,30.00,185
6.761,27.44,30.00,179
7.030,27.35,30.00,185
7.300,27.35,30.00,185
7.568,27.35,30.00,185
7.837,27.53,30.00,172
8.107,27.35,30.00,185
8.376,27.35,30.00,185
8.645,27.35,30.00,185
8.914,27.71,30.00,160
9.184,27.35,30.00,185
9.453,27.35,30.00,185
9.722,27.17,30.00,197
9.992,27.35,30.00,185
10.261,27.35,30.00,185
10.530,27.53,30.00,172
10.800,27.26,30.00,191
11.069,27.35,30.00,185
11.338,27.08,30.00,204
11.608,27.44,30.00,179
11.877,27.35,30.00,185
12.146,27.35,30.00,185
12.416,27.53,30.00,172
12.685,27.26,30.00,191
12.954,27.35,30.00,185
13.223,27.26,30.00,191
13.493,27.71,30.00,160
13.762,27.35,30.00,185
14.031,27.62,30.00,166
14.301,27.71,30.00,160
14.570,27.35,30.00,185
14.839,27.35,30.00,185
15.109,27.44,30.00,179
15.378,27.35,30.00,185
15.647,27.35,30.00,185
15.917,27.26,30.00,191
16.186,26.91,30.00,216
16.455,27.35,30.00,185
16.724,27.35,30.00,185
16.994,27.44,30.00,179
17.263,27.35,30.00,185
17.531,27.35,30.00,185
17.801,26.91,30.00,216
18.070,27.35,30.00,185
18.339,27.35,30.00,185
18.609,27.44,30.00,179
18.879,27.71,30.00,160
19.148,27.35,30.00,185
19.417,27.53,30.00,172
19.686,27.35,30.00,185
19.955,27.44,30.00,179
20.225,27.35,30.00,185
20.494,27.35,30.00,185
20.763,27.35,30.00,185
21.032,27.35,30.00,185
21.302,27.44,30.00,179
21.571,27.26,30.00,191
21.840,27.35,30.00,185
22.110,27.35,30.00,185
22.379,27.53,30.00,172
22.648,27.35,30.00,185
22.918,27.35,30.00,185
23.187,27.62,30.00,166
23.456,27.17,30.00,197
23.726,27.35,30.00,185
23.995,27.35,30.00,185
24.264,27.35,30.00,185
24.534,27.35,30.00,185
24.803,27.44,30.00,179
25.072,27.35,30.00,185
25.341,27.35,30.00,185
25.611,27.35,30.00,185
25.880,27.44,30.00,179
26.149,27.35,30.00,185
26.419,27.35,30.00,185
26.687,27.35,30.00,185
26.956,27.35,30.00,185
27.226,27.35,30.00,185
27.496,27.44,30.00,179
27.765,27.53,30.00,172
28.035,27.35,30.00,185
28.303,27.44,30.00,179
28.572,27.80,30.00,153
28.841,27.44,30.00,179
29.111,27.35,30.00,185
29.380,27.35,30.00,185
29.649,27.62,30.00,166
29.919,27.35,30.00,185
30.188,27.35,30.00,185
30.457,27.26,30.00,191
30.727,27.35,30.00,185
30.996,27.44,30.00,179
31.265,27.44,30.00,179
31.535,27.35,30.00,185
31.804,27.35,30.00,185
32.073,27.80,30.00,153
32.343,27.44,30.00,179
32.612,27.44,30.00,179
32.881,27.35,30.00,185
33.150,27.35,30.00,185
33.420,27.44,30.00,179
33.689,27.44,30.00,179
33.957,27.44,30.00,179
34.228,26.91,30.00,216
34.497,27.35,30.00,185
34.766,27.44,30.00,179
35.036,27.35,30.00,185
35.304,27.44,30.00,179
35.573,27.44,30.00,179
35.843,27.53,30.00,172
