Tempo (s),Temp Atual (C),Temp Desejada (C),PWM
0.034,28.16,30.00,55
0.304,28.16,30.00,55
0.572,28.16,30.00,55
0.841,28.16,30.00,55
1.110,28.16,30.00,55
1.379,28.16,30.00,55
1.647,28.16,30.00,55
1.916,28.16,30.00,55
2.186,28.16,30.00,55
2.454,28.16,30.00,55
2.723,28.16,30.00,55
2.992,28.16,30.00,55
3.261,28.16,30.00,55
3.529,28.16,30.00,55
3.799,28.16,30.00,55
4.068,28.16,30.00,55
4.336,28.16,30.00,55
4.605,28.16,30.00,55
4.874,28.16,30.00,55
5.143,28.16,30.00,55
5.411,28.16,30.00,55
5.681,28.16,30.00,55
5.950,28.16,30.00,55
6.218,28.16,30.00,55
6.488,28.16,30.00,55
6.756,28.16,30.00,55
7.025,28.16,30.00,55
7.293,28.16,30.00,55
7.563,28.16,30.00,55
7.832,28.16,30.00,55
8.100,28.16,30.00,55
8.370,28.16,30.00,55
8.638,28.16,30.00,55
8.907,28.07,30.00,57
9.176,28.43,30.00,47
9.445,28.16,30.00,55
9.713,28.16,30.00,55
9.982,28.16,30.00,55
10.252,28.16,30.00,55
10.520,28.16,30.00,55
10.789,28.07,30.00,57
11.059,28.25,30.00,52
11.327,28.16,30.00,55
11.596,28.16,30.00,55
11.866,28.16,30.00,55
12.134,28.16,30.00,55
12.403,28.16,30.00,55
12.673,28.16,30.00,55
12.941,27.98,30.00,60
13.210,28.16,30.00,55
13.479,28.16,30.00,55
13.748,28.16,30.00,55
14.017,28.16,30.00,55
14.286,28.16,30.00,55
14.555,28.16,30.00,55
14.824,28.07,30.00,57
15.093,28.07,30.00,57
15.362,28.16,30.00,55
15.631,28.16,30.00,55
15.900,28.16,30.00,55
16.168,28.61,30.00,41
16.438,28.16,30.00,55
16.707,28.16,30.00,55
16.975,28.07,30.00,57
17.245,28.16,30.00,55
17.514,28.16,30.00,55
17.782,28.16,30.00,55
18.052,28.25,30.00,52
18.321,28.16,30.00,55
18.589,28.16,30.00,55
18.859,28.07,30.00,57
19.128,28.16,30.00,55
19.396,28.16,30.00,55
19.665,28.16,30.00,55
19.935,27.80,30.00,65
20.203,28.16,30.00,55
20.472,28.16,30.00,55
20.742,28.07,30.00,57
21.010,28.16,30.00,55
21.279,28.16,30.00,55
21.549,28.16,30.00,55
21.817,28.25,30.00,52
22.086,28.16,30.00,55
22.355,28.16,30.00,55
22.624,28.16,30.00,55
22.893,28.16,30.00,55
23.162,28.16,30.00,55
23.431,28.16,30.00,55
23.700,28.25,30.00,52
23.969,28.16,30.00,55
24.238,28.16,30.00,55
24.507,28.16,30.00,55
24.776,28.07,30.00,57
25.044,28.16,30.00,55
25.314,28.16,30.00,55
25.583,28.16,30.00,55
25.851,28.16,30.00,55
26.121,28.16,30.00,55
26.390,28.16,30.00,55
26.658,28.07,30.00,57
26.928,28.34,30.00,49
27.197,28.16,30.00,55
27.465,28.16,30.00,55
27.735,28.16,30.00,55
28.004,28.16,30.00,55
28.272,28.16,30.00,55
28.541,28.16,30.00,55
28.811,28.16,30.00,55
29.079,28.16,30.00,55
29.348,28.16,30.00,55
29.618,28.16,30.00,55
29.886,28.16,30.00,55
30.155,28.16,30.00,55
30.425,28.16,30.00,55
30.693,28.25,30.00,52
30.962,28.16,30.00,55
31.232,28.16,30.00,55
31.500,28.16,30.00,55
31.769,28.16,30.00,55
32.038,28.16,30.00,55
32.307,28.16,30.00,55
32.576,28.16,30.00,55
32.845,28.16,30.00,55
33.114,28.16,30.00,55
33.383,28.16,30.00,55
33.652,28.16,30.00,55
33.921,28.16,30.00,55
34.190,28.07,30.00,57
34.459,28.07,30.00,57
34.727,28.16,30.00,55
34.997,28.16,30.00,55
35.266,28.16,30.00,55
35.534,28.25,30.00,52
35.804,28.43,30.00,47
36.073,28.16,30.00,55
36.341,28.16,30.00,55
36.611,28.07,30.00,57
36.880,28.16,30.00,55
37.148,28.16,30.00,55
37.417,28.16,30.00,55
37.687,28.07,30.00,57
37.955,28.16,30.00,55
38.224,28.16,30.00,55
38.494,28.16,30.00,55
38.762,28.16,30.00,55
39.031,28.25,30.00,52
39.301,28.16,30.00,55
39.569,28.16,30.00,55
39.838,28.16,30.00,55
40.108,28.16,30.00,55
40.376,28.16,30.00,55
40.645,28.16,30.00,55
40.914,28.16,30.00,55
41.183,28.16,30.00,55
41.452,28.16,30.00,55
41.721,28.16,30.00,55
41.990,28.16,30.00,55
42.259,28.16,30.00,55
42.528,28.16,30.00,55
42.797,28.16,30.00,55
43.066,28.16,30.00,55
43.335,28.16,30.00,55
43.603,28.16,30.00,55
43.873,28.16,30.00,55
44.141,28.16,30.00,55
44.410,28.16,30.00,55
44.680,28.07,30.00,57
44.948,28.16,30.00,55
45.217,28.16,30.00,55
45.487,28.16,30.00,55
45.755,28.25,30.00,52
46.024,28.61,30.00,41
46.294,28.16,30.00,55
46.562,28.16,30.00,55
46.831,28.16,30.00,55
47.100,28.16,30.00,55
47.369,28.16,30.00,55
47.638,28.16,30.00,55
47.907,27.62,30.00,71
48.176,28.16,30.00,55
48.445,28.16,30.00,55
48.714,28.16,30.00,55
48.983,28.16,30.00,55
49.252,28.16,30.00,55
49.521,28.07,30.00,57
49.789,28.16,30.00,55
50.059,28.16,30.00,55
50.328,28.16,30.00,55
50.596,28.16,30.00,55
50.866,28.16,30.00,55
51.135,28.16,30.00,55
51.403,28.25,30.00,52
51.673,28.25,30.00,52
51.942,28.16,30.00,55
52.210,28.16,30.00,55
52.480,28.16,30.00,55
52.749,28.16,30.00,55
53.017,28.16,30.00,55
53.286,28.25,30.00,52
53.556,28.16,30.00,55
53.824,28.25,30.00,52
54.093,28.16,30.00,55
54.363,28.16,30.00,55
54.631,28.16,30.00,55
54.900,28.07,30.00,57
55.170,28.16,30.00,55
55.438,28.16,30.00,55
55.707,28.25,30.00,52
55.976,28.16,30.00,55
56.245,28.16,30.00,55
56.514,28.16,30.00,55
56.783,28.16,30.00,55
57.052,28.16,30.00,55
57.321,28.16,30.00,55
57.590,28.16,30.00,55
57.859,28.25,30.00,52
58.128,28.16,30.00,55
58.396,28.16,30.00,55
58.665,28.16,30.00,55
58.935,28.16,30.00,55
59.203,28.16,30.00,55
59.472,28.16,30.00,55
59.742,28.25,30.00,52
60.010,28.16,30.00,55
60.279,28.16,30.00,55
60.549,28.16,30.00,55
60.817,28.16,30.00,55
61.086,28.25,30.00,52
61.356,28.16,30.00,55
61.624,28.16,30.00,55
61.893,28.71,30.00,38
62.162,28.16,30.00,55
62.431,28.16,30.00,55
62.700,28.16,30.00,55
62.969,28.16,30.00,55
63.238,28.16,30.00,55
63.507,28.25,30.00,52
63.776,28.25,30.00,52
64.045,28.25,30.00,52
64.314,28.25,30.00,52
64.583,28.16,30.00,55
64.851,28.16,30.00,55
65.121,28.61,30.00,41
65.390,28.25,30.00,52
65.658,28.16,30.00,55
65.928,28.25,30.00,52
66.197,28.25,30.00,52
66.465,28.16,30.00,55
66.735,28.16,30.00,55
67.004,27.80,30.00,65
67.272,28.16,30.00,55
67.542,28.25,30.00,52
67.811,28.25,30.00,52
68.079,28.25,30.00,52
68.348,28.25,30.00,52
68.618,28.25,30.00,52
68.886,28.16,30.00,55
69.155,27.89,30.00,63
69.425,28.25,30.00,52
69.693,28.25,30.00,52
69.962,28.25,30.00,52
70.232,28.25,30.00,52
70.500,28.16,30.00,55
70.769,28.25,30.00,52
71.038,28.16,30.00,55
71.307,28.25,30.00,52
71.576,28.25,30.00,52
71.845,28.25,30.00,52
72.114,28.25,30.00,52
72.383,28.25,30.00,52
72.652,28.25,30.00,52
72.921,28.16,30.00,55
73.190,28.16,30.00,55
73.459,28.25,30.00,52
73.728,28.25,30.00,52
73.997,28.16,30.00,55
74.266,28.52,30.00,44
74.534,28.25,30.00,52
74.804,28.25,30.00,52
75.073,28.16,30.00,55
75.341,28.25,30.00,52
75.611,28.25,30.00,52
75.880,27.62,30.00,71
76.148,28.16,30.00,55
76.418,28.25,30.00,52
76.687,28.25,30.00,52
76.955,28.25,30.00,52
77.224,28.25,30.00,52
77.494,28.25,30.00,52
77.762,28.25,30.00,52
78.031,28.25,30.00,52
78.301,28.25,30.00,52
78.569,28.25,30.00,52
78.838,28.25,30.00,52
79.108,28.25,30.00,52
79.376,28.25,30.00,52
79.645,28.25,30.00,52
79.915,28.34,30.00,49
80.183,28.25,30.00,52
80.452,28.25,30.00,52
80.721,28.25,30.00,52
80.990,27.89,30.00,63
81.259,28.16,30.00,55
81.528,28.25,30.00,52
81.797,28.34,30.00,49
82.066,28.25,30.00,52
82.335,28.25,30.00,52
82.604,28.25,30.00,52
82.873,28.25,30.00,52
83.142,27.62,30.00,71
83.410,28.25,30.00,52
83.680,28.34,30.00,49
83.949,28.34,30.00,49
84.217,28.25,30.00,52
84.487,28.25,30.00,52
84.756,28.34,30.00,49
85.024,28.25,30.00,52
85.294,28.25,30.00,52
85.563,28.34,30.00,49
85.831,28.25,30.00,52
86.100,28.25,30.00,52
86.370,28.25,30.00,52
86.638,28.16,30.00,55
86.907,28.25,30.00,52
87.177,28.25,30.00,52
87.445,28.34,30.00,49
87.714,28.25,30.00,52
87.984,28.25,30.00,52
88.252,28.25,30.00,52
88.521,28.25,30.00,52
88.791,28.25,30.00,52
89.059,28.34,30.00,49
89.328,28.34,30.00,49
89.597,28.34,30.00,49
89.866,28.34,30.00,49
90.135,28.25,30.00,52
90.404,28.25,30.00,52
90.673,28.34,30.00,49
90.942,28.34,30.00,49
91.211,28.34,30.00,49
91.480,28.34,30.00,49
91.749,28.34,30.00,49
92.018,28.34,30.00,49
92.286,28.25,30.00,52
92.556,28.34,30.00,49
92.825,28.34,30.00,49
93.093,28.34,30.00,49
93.363,28.34,30.00,49
93.632,28.34,30.00,49
93.900,28.25,30.00,52
94.170,28.34,30.00,49
94.439,28.34,30.00,49
94.707,28.34,30.00,49
94.977,28.34,30.00,49
95.246,28.25,30.00,52
95.514,28.34,30.00,49
